clip,preictal
Dog_3_test_segment_0062.mat,0.0831529027235
Dog_4_test_segment_0818.mat,0.00204050683365
Dog_1_test_segment_0060.mat,0.00898170037493
Dog_1_test_segment_0390.mat,0.0224963443943
Dog_3_test_segment_0246.mat,0.0509087768871
Dog_4_test_segment_0582.mat,0.0143673803798
Dog_2_test_segment_0916.mat,0.0197324314733
Dog_1_test_segment_0437.mat,0.10501692623
Patient_2_test_segment_0006.mat,0.235444232236
Dog_4_test_segment_0650.mat,0.00883258291993
Patient_1_test_segment_0134.mat,0.923357600391
Dog_2_test_segment_0032.mat,0.00268003368625
Dog_2_test_segment_0770.mat,0.0361578260321
Dog_1_test_segment_0046.mat,0.0513964164546
Dog_2_test_segment_0705.mat,0.006518360554
Dog_2_test_segment_0832.mat,0.00380260410706
Dog_1_test_segment_0154.mat,0.44243367977
Patient_1_test_segment_0161.mat,0.722063840753
Dog_2_test_segment_0747.mat,0.00245337523654
Dog_2_test_segment_0428.mat,0.0737539377658
Dog_4_test_segment_0871.mat,0.00100865714058
Dog_4_test_segment_0223.mat,0.00658564376125
Dog_3_test_segment_0087.mat,0.0172649238838
Dog_4_test_segment_0376.mat,0.0107167932519
Dog_2_test_segment_0130.mat,0.707405245679
Dog_4_test_segment_0115.mat,0.00385615917926
Dog_5_test_segment_0004.mat,0.000979430660785
Dog_4_test_segment_0358.mat,0.534085953295
Patient_1_test_segment_0177.mat,0.927024869815
Dog_4_test_segment_0525.mat,0.0124432680876
Dog_1_test_segment_0076.mat,0.0378157821937
Dog_2_test_segment_0166.mat,0.559177654327
Dog_2_test_segment_0357.mat,0.032314007196
Dog_5_test_segment_0072.mat,0.00138223465678
Dog_2_test_segment_0259.mat,0.0215024410919
Dog_3_test_segment_0359.mat,0.0179586353562
Dog_1_test_segment_0121.mat,0.50169409865
Dog_2_test_segment_0915.mat,0.0237094878732
Dog_1_test_segment_0134.mat,0.696224427592
Dog_2_test_segment_0718.mat,0.0321965184878
Dog_3_test_segment_0547.mat,0.0170028083359
Dog_1_test_segment_0069.mat,0.028725265857
Dog_2_test_segment_0441.mat,0.0125115761394
Dog_4_test_segment_0804.mat,0.0384692683034
Dog_4_test_segment_0742.mat,0.00378542568404
Dog_3_test_segment_0102.mat,0.0082584510626
Dog_3_test_segment_0815.mat,0.0189282676512
Patient_1_test_segment_0126.mat,0.11365164305
Dog_4_test_segment_0861.mat,0.00315819416474
Dog_4_test_segment_0738.mat,0.00908252126997
Dog_2_test_segment_0898.mat,0.00181268003477
Dog_4_test_segment_0075.mat,0.205534477422
Dog_1_test_segment_0058.mat,0.0506570939423
Dog_4_test_segment_0641.mat,0.041263362526
Dog_3_test_segment_0740.mat,0.0449533486538
Dog_5_test_segment_0033.mat,0.0154385772812
Dog_4_test_segment_0849.mat,0.147186848075
Dog_3_test_segment_0229.mat,0.0401516645941
Dog_3_test_segment_0498.mat,0.0685438060923
Dog_4_test_segment_0302.mat,0.477771792522
Patient_1_test_segment_0077.mat,0.918365563595
Patient_2_test_segment_0107.mat,0.482056630838
Dog_2_test_segment_0988.mat,0.0402363351525
Dog_3_test_segment_0211.mat,0.00609283468868
Patient_1_test_segment_0120.mat,0.0927860909769
Dog_2_test_segment_0467.mat,0.0184559321877
Dog_1_test_segment_0025.mat,0.0198249322735
Dog_4_test_segment_0739.mat,0.000634178037736
Dog_4_test_segment_0596.mat,0.00434650255644
Dog_4_test_segment_0709.mat,0.0064711461032
Dog_1_test_segment_0080.mat,0.304019578101
Dog_3_test_segment_0163.mat,0.0562606892795
Dog_3_test_segment_0116.mat,0.0164520934277
Dog_2_test_segment_0759.mat,0.00343750106844
Dog_1_test_segment_0150.mat,0.0887732600015
Dog_4_test_segment_0478.mat,0.738607653027
Dog_4_test_segment_0487.mat,0.00292300828013
Dog_4_test_segment_0065.mat,0.109185289304
Patient_1_test_segment_0142.mat,0.0979389671314
Dog_4_test_segment_0268.mat,0.00187179086978
Dog_1_test_segment_0253.mat,0.00539396489671
Dog_4_test_segment_0416.mat,0.00281518161371
Patient_2_test_segment_0004.mat,0.60304967682
Patient_1_test_segment_0058.mat,0.964637091914
Dog_1_test_segment_0186.mat,0.14445535493
Patient_2_test_segment_0001.mat,0.555360202636
Dog_2_test_segment_0972.mat,0.00366179700909
Dog_2_test_segment_0883.mat,0.00334686021004
Dog_2_test_segment_0524.mat,0.072686354041
Dog_4_test_segment_0951.mat,0.000960797677787
Dog_2_test_segment_0763.mat,0.00181777102428
Patient_2_test_segment_0076.mat,0.59651144876
Dog_2_test_segment_0497.mat,0.0153938110668
Dog_3_test_segment_0264.mat,0.016920427923
Dog_4_test_segment_0863.mat,0.00442966788659
Dog_3_test_segment_0555.mat,0.0381523507452
Dog_3_test_segment_0299.mat,0.0878367766268
Dog_3_test_segment_0290.mat,0.0171377279888
Dog_3_test_segment_0188.mat,0.076062872453
Dog_4_test_segment_0066.mat,0.000598104380821
Dog_3_test_segment_0025.mat,0.0161303732277
Dog_3_test_segment_0696.mat,0.0161744076363
Dog_2_test_segment_0480.mat,0.0477705457664
Dog_2_test_segment_0306.mat,0.113742293345
Dog_2_test_segment_0251.mat,0.0570137083581
Dog_2_test_segment_0078.mat,0.0171699012539
Patient_1_test_segment_0147.mat,0.920190468581
Patient_1_test_segment_0119.mat,0.951265405087
Dog_1_test_segment_0149.mat,0.00988218201868
Dog_2_test_segment_0290.mat,0.00832111201472
Dog_1_test_segment_0378.mat,0.419911487018
Dog_3_test_segment_0526.mat,0.02533234731
Patient_2_test_segment_0118.mat,0.544223209184
Dog_4_test_segment_0159.mat,0.00207924040827
Dog_5_test_segment_0061.mat,0.0135114666329
Dog_3_test_segment_0658.mat,0.0163741912196
Dog_4_test_segment_0361.mat,0.00570130758814
Dog_3_test_segment_0368.mat,0.0179413220244
Dog_5_test_segment_0159.mat,0.00536602595963
Dog_3_test_segment_0872.mat,0.0331348951038
Dog_1_test_segment_0017.mat,0.0102422447446
Dog_3_test_segment_0275.mat,0.0154480647319
Patient_2_test_segment_0097.mat,0.491118267491
Dog_1_test_segment_0491.mat,0.0802670491918
Dog_5_test_segment_0056.mat,0.0107981902942
Dog_2_test_segment_0241.mat,0.00440652792561
Dog_4_test_segment_0430.mat,0.0422664371242
Dog_4_test_segment_0767.mat,0.0145478378841
Dog_4_test_segment_0781.mat,0.0103453481629
Dog_2_test_segment_0948.mat,0.0237587019805
Dog_4_test_segment_0932.mat,0.0219417815466
Dog_4_test_segment_0093.mat,0.0204216426402
Dog_4_test_segment_0988.mat,0.00561633241483
Dog_2_test_segment_0009.mat,0.0142139660698
Dog_3_test_segment_0287.mat,0.0142881000915
Dog_2_test_segment_0040.mat,0.0239743998141
Dog_4_test_segment_0198.mat,0.0395791761829
Patient_1_test_segment_0144.mat,0.752833669211
Dog_4_test_segment_0233.mat,0.0215488733477
Dog_4_test_segment_0092.mat,0.0427561974141
Dog_4_test_segment_0569.mat,0.011148259345
Dog_3_test_segment_0452.mat,0.0735672663436
Dog_2_test_segment_0071.mat,0.00432372067741
Patient_1_test_segment_0122.mat,0.161558072327
Patient_2_test_segment_0013.mat,0.628454599673
Dog_1_test_segment_0176.mat,0.0131054412421
Patient_1_test_segment_0052.mat,0.95556597651
Dog_1_test_segment_0195.mat,0.239948389994
Dog_1_test_segment_0285.mat,0.0534488057662
Dog_4_test_segment_0146.mat,0.194578700897
Dog_4_test_segment_0748.mat,0.00284758311341
Dog_4_test_segment_0055.mat,0.332219558528
Dog_3_test_segment_0719.mat,0.0180966004965
Dog_4_test_segment_0552.mat,0.000834432330996
Dog_3_test_segment_0375.mat,0.0161259915556
Patient_1_test_segment_0191.mat,0.0588841670907
Dog_1_test_segment_0376.mat,0.33387582388
Dog_2_test_segment_0238.mat,0.617539296786
Dog_1_test_segment_0007.mat,0.00803028263102
Dog_3_test_segment_0303.mat,0.120474274275
Dog_1_test_segment_0243.mat,0.00872952407926
Dog_2_test_segment_0833.mat,0.0158960251221
Dog_5_test_segment_0105.mat,0.00309679015196
Dog_2_test_segment_0312.mat,0.0130322540884
Dog_1_test_segment_0276.mat,0.251964849247
Dog_3_test_segment_0225.mat,0.148785564261
Dog_1_test_segment_0103.mat,0.530896005572
Dog_5_test_segment_0183.mat,0.0152990577439
Dog_4_test_segment_0614.mat,0.00422144697085
Dog_1_test_segment_0401.mat,0.120837824054
Dog_3_test_segment_0396.mat,0.0689499910146
Dog_1_test_segment_0068.mat,0.101131377937
Dog_3_test_segment_0283.mat,0.0511082138101
Dog_3_test_segment_0880.mat,0.0159642705297
Dog_1_test_segment_0168.mat,0.317631383054
Dog_4_test_segment_0163.mat,0.00126118462301
Patient_1_test_segment_0031.mat,0.947442520121
Dog_2_test_segment_0960.mat,0.00337303187625
Dog_3_test_segment_0360.mat,0.0439250903886
Dog_3_test_segment_0792.mat,0.00889568258099
Dog_1_test_segment_0238.mat,0.0152639143709
Dog_3_test_segment_0276.mat,0.0619993886565
Dog_4_test_segment_0823.mat,0.0168990603288
Dog_4_test_segment_0229.mat,0.0162332052118
Dog_3_test_segment_0750.mat,0.0907445004771
Dog_1_test_segment_0396.mat,0.174300900103
Dog_4_test_segment_0597.mat,0.273742992863
Dog_5_test_segment_0045.mat,0.0152508542132
Dog_4_test_segment_0473.mat,0.0678087378857
Dog_4_test_segment_0191.mat,0.00418724459622
Dog_3_test_segment_0842.mat,0.0413168336127
Patient_1_test_segment_0071.mat,0.148290891524
Dog_2_test_segment_0368.mat,0.0224417435973
Dog_3_test_segment_0616.mat,0.0738403913302
Dog_1_test_segment_0095.mat,0.116908002804
Dog_4_test_segment_0536.mat,0.008463247958
Dog_3_test_segment_0389.mat,0.147590874792
Dog_2_test_segment_0726.mat,0.0132225821312
Dog_2_test_segment_0075.mat,0.00781788471364
Dog_3_test_segment_0628.mat,0.0175457336893
Dog_2_test_segment_0927.mat,0.0349794328996
Dog_4_test_segment_0561.mat,0.00437546973428
Dog_1_test_segment_0160.mat,0.00564715090942
Dog_2_test_segment_0115.mat,0.00772348923767
Dog_2_test_segment_0390.mat,0.00571969295273
Dog_4_test_segment_0463.mat,0.00221287454365
Dog_2_test_segment_0756.mat,0.0327491977375
Dog_3_test_segment_0081.mat,0.0160727243945
Dog_3_test_segment_0490.mat,0.0174271106958
Dog_2_test_segment_0048.mat,0.14948573959
Dog_5_test_segment_0109.mat,0.0153548642066
Dog_2_test_segment_0477.mat,0.090255802575
Dog_3_test_segment_0142.mat,0.0253674726322
Patient_1_test_segment_0123.mat,0.144892339371
Dog_3_test_segment_0724.mat,0.0217293900391
Dog_3_test_segment_0736.mat,0.124605280024
Dog_3_test_segment_0474.mat,0.00657711891563
Dog_2_test_segment_0352.mat,0.0043494087535
Dog_2_test_segment_0469.mat,0.317929962746
Dog_4_test_segment_0244.mat,0.000815692419429
Dog_2_test_segment_0732.mat,0.0342214065559
Dog_2_test_segment_0511.mat,0.0485833461193
Dog_3_test_segment_0319.mat,0.0159194957718
Dog_3_test_segment_0091.mat,0.0668736416264
Dog_4_test_segment_0955.mat,0.00884240881093
Dog_3_test_segment_0791.mat,0.035542234347
Dog_2_test_segment_0015.mat,0.0733886077318
Dog_3_test_segment_0176.mat,0.0445416177933
Dog_3_test_segment_0645.mat,0.171208574871
Dog_2_test_segment_0234.mat,0.0393152095156
Dog_4_test_segment_0697.mat,0.00859636177539
Dog_4_test_segment_0486.mat,0.0422127452497
Dog_2_test_segment_0094.mat,0.00156281465635
Dog_3_test_segment_0546.mat,0.0221965618635
Dog_5_test_segment_0185.mat,0.000447318843305
Dog_4_test_segment_0646.mat,0.48055526116
Dog_2_test_segment_0990.mat,0.0300154455617
Dog_3_test_segment_0657.mat,0.0165015724205
Dog_3_test_segment_0651.mat,0.100019072335
Dog_4_test_segment_0439.mat,0.159786461785
Dog_2_test_segment_0993.mat,0.00523675826041
Dog_4_test_segment_0915.mat,0.100691063891
Dog_2_test_segment_0236.mat,0.132603965981
Dog_3_test_segment_0453.mat,0.0158574772717
Patient_2_test_segment_0066.mat,0.532102923352
Patient_2_test_segment_0094.mat,0.108818645324
Dog_5_test_segment_0151.mat,0.00420804319077
Patient_1_test_segment_0039.mat,0.935671146314
Dog_1_test_segment_0496.mat,0.0591131750369
Dog_4_test_segment_0392.mat,0.484919604025
Dog_4_test_segment_0186.mat,0.00794310401855
Dog_4_test_segment_0490.mat,0.000707544987046
Dog_5_test_segment_0114.mat,0.0132916661491
Dog_2_test_segment_0848.mat,0.230522643644
Dog_1_test_segment_0209.mat,0.0198717385561
Dog_4_test_segment_0391.mat,0.00607557086534
Dog_3_test_segment_0781.mat,0.139709960939
Dog_4_test_segment_0826.mat,0.0269444192648
Dog_2_test_segment_0904.mat,0.0180379936043
Dog_3_test_segment_0741.mat,0.105236185337
Dog_2_test_segment_0367.mat,0.0226840149707
Dog_5_test_segment_0034.mat,0.0152142673339
Dog_4_test_segment_0945.mat,0.00138611773039
Dog_1_test_segment_0241.mat,0.0375116351659
Dog_3_test_segment_0344.mat,0.0702981068288
Dog_1_test_segment_0099.mat,0.0154947860975
Dog_4_test_segment_0729.mat,0.301210698241
Dog_2_test_segment_0380.mat,0.0976173324265
Dog_4_test_segment_0299.mat,0.00256531421903
Dog_4_test_segment_0943.mat,0.495730096329
Dog_2_test_segment_0920.mat,0.0190243006803
Dog_4_test_segment_0778.mat,0.000372999622505
Dog_4_test_segment_0325.mat,0.000286387387709
Dog_1_test_segment_0047.mat,0.0765920602118
Dog_4_test_segment_0012.mat,0.000225046279022
Dog_1_test_segment_0261.mat,0.173574159643
Patient_2_test_segment_0055.mat,0.501022535567
Dog_2_test_segment_0811.mat,0.0374708265609
Dog_1_test_segment_0446.mat,0.163236128223
Dog_2_test_segment_0375.mat,0.00493958002109
Dog_2_test_segment_0403.mat,0.0207992212961
Dog_3_test_segment_0393.mat,0.0163291673967
Dog_2_test_segment_0389.mat,0.00186804133759
Dog_2_test_segment_0859.mat,0.00835405005079
Patient_1_test_segment_0164.mat,0.942650036396
Dog_3_test_segment_0536.mat,0.0406325978194
Dog_3_test_segment_0358.mat,0.0542235089006
Dog_4_test_segment_0981.mat,0.00547808960423
Dog_3_test_segment_0056.mat,0.42978493252
Dog_2_test_segment_0558.mat,0.231990423246
Dog_3_test_segment_0326.mat,0.325056270966
Dog_2_test_segment_0690.mat,0.0265355563739
Dog_4_test_segment_0790.mat,0.0209603104344
Dog_4_test_segment_0539.mat,0.000551808805797
Dog_3_test_segment_0694.mat,0.0601706388796
Dog_3_test_segment_0431.mat,0.0887409394642
Dog_3_test_segment_0072.mat,0.0831412631544
Dog_2_test_segment_0611.mat,0.00591710372471
Dog_4_test_segment_0348.mat,0.124352771885
Dog_2_test_segment_0378.mat,0.0263322215882
Dog_3_test_segment_0731.mat,0.0161651000938
Dog_4_test_segment_0671.mat,0.00168222306506
Patient_2_test_segment_0048.mat,0.486920951177
Dog_4_test_segment_0100.mat,0.143884827066
Dog_4_test_segment_0714.mat,0.266018619144
Dog_1_test_segment_0335.mat,0.00688127330678
Dog_2_test_segment_0295.mat,0.0847503982625
Dog_1_test_segment_0441.mat,0.00821482655876
Patient_1_test_segment_0063.mat,0.938122946885
Dog_4_test_segment_0309.mat,0.243497787285
Dog_3_test_segment_0073.mat,0.0152869049593
Dog_3_test_segment_0374.mat,0.144982262151
Dog_2_test_segment_0124.mat,0.00199998621547
Dog_2_test_segment_0773.mat,0.00342617379445
Dog_5_test_segment_0011.mat,0.0152983092397
Dog_3_test_segment_0826.mat,0.0462511322509
Dog_2_test_segment_0805.mat,0.0263976270195
Dog_2_test_segment_0045.mat,0.238510135964
Dog_2_test_segment_0013.mat,0.00255739906667
Dog_1_test_segment_0467.mat,0.0358933551058
Dog_4_test_segment_0383.mat,0.000948971557595
Dog_1_test_segment_0400.mat,0.436435916891
Dog_5_test_segment_0035.mat,0.0124057836201
Dog_3_test_segment_0190.mat,0.0420930556937
Dog_3_test_segment_0384.mat,0.0164517889795
Patient_1_test_segment_0069.mat,0.951390471394
Dog_2_test_segment_0873.mat,0.00343837795433
Patient_1_test_segment_0129.mat,0.177973125365
Dog_2_test_segment_0884.mat,0.190231251651
Dog_1_test_segment_0459.mat,0.010109123202
Dog_4_test_segment_0856.mat,0.013163968934
Dog_2_test_segment_0596.mat,0.0890084795761
Dog_4_test_segment_0119.mat,0.000791440279841
Dog_3_test_segment_0197.mat,0.0167125368389
Dog_4_test_segment_0608.mat,0.00368387096908
Dog_2_test_segment_0679.mat,0.0286392504198
Dog_5_test_segment_0010.mat,0.0144816611163
Dog_1_test_segment_0108.mat,0.102977542319
Dog_5_test_segment_0164.mat,0.000918061070945
Dog_2_test_segment_0669.mat,0.310536052597
Dog_5_test_segment_0116.mat,0.00157649199182
Dog_4_test_segment_0680.mat,0.00168890313939
Dog_5_test_segment_0009.mat,0.0152990889294
Dog_4_test_segment_0258.mat,0.0229950349523
Dog_1_test_segment_0005.mat,0.047392823672
Dog_3_test_segment_0631.mat,0.0202063488043
Dog_4_test_segment_0963.mat,0.00200996522266
Dog_1_test_segment_0351.mat,0.00678898556805
Dog_3_test_segment_0888.mat,0.0266657107128
Dog_3_test_segment_0823.mat,0.0177211391791
Dog_4_test_segment_0526.mat,0.00340864693041
Dog_5_test_segment_0030.mat,0.000530968384853
Dog_4_test_segment_0353.mat,0.135052055127
Dog_3_test_segment_0408.mat,0.054372683943
Dog_4_test_segment_0770.mat,0.00132252087772
Dog_2_test_segment_0406.mat,0.00475263103595
Dog_2_test_segment_0286.mat,0.0164347441101
Dog_2_test_segment_0425.mat,0.0229299923735
Dog_5_test_segment_0008.mat,0.0152990523629
Patient_1_test_segment_0091.mat,0.0774165340589
Dog_3_test_segment_0566.mat,0.0939112475722
Dog_2_test_segment_0900.mat,0.00446855717929
Dog_4_test_segment_0625.mat,0.0620223416904
Dog_2_test_segment_0754.mat,0.405415920876
Dog_2_test_segment_0829.mat,0.0216298522671
Dog_1_test_segment_0429.mat,0.184990544687
Patient_1_test_segment_0064.mat,0.276667063807
Dog_4_test_segment_0808.mat,0.00620061625798
Dog_5_test_segment_0118.mat,0.00124078485008
Dog_2_test_segment_0140.mat,0.00365536368219
Dog_4_test_segment_0083.mat,0.00251525055895
Dog_3_test_segment_0031.mat,0.0207176205242
Dog_1_test_segment_0355.mat,0.0371926840949
Dog_3_test_segment_0232.mat,0.0502763591112
Dog_3_test_segment_0638.mat,0.0612918003591
Dog_1_test_segment_0497.mat,0.103664050304
Dog_5_test_segment_0148.mat,0.0153245832847
Dog_3_test_segment_0415.mat,0.0165209901786
Dog_2_test_segment_0831.mat,0.00288213160231
Dog_2_test_segment_0165.mat,0.0205247451067
Dog_3_test_segment_0333.mat,0.0481726799828
Dog_1_test_segment_0135.mat,0.0867863443392
Dog_3_test_segment_0661.mat,0.0348913575561
Dog_4_test_segment_0953.mat,0.0135186149542
Dog_3_test_segment_0230.mat,0.0576050875353
Patient_2_test_segment_0123.mat,0.480972166155
Dog_2_test_segment_0105.mat,0.00695973400962
Dog_3_test_segment_0844.mat,0.0169468418069
Dog_2_test_segment_0059.mat,0.00540828359886
Dog_4_test_segment_0688.mat,0.000947758116971
Dog_3_test_segment_0570.mat,0.0868470076542
Dog_2_test_segment_0605.mat,0.00565973724872
Dog_1_test_segment_0287.mat,0.012492222717
Patient_2_test_segment_0116.mat,0.547788865788
Dog_2_test_segment_0847.mat,0.0730144121723
Dog_2_test_segment_0525.mat,0.00319456067134
Patient_1_test_segment_0132.mat,0.915984232586
Dog_4_test_segment_0587.mat,0.00812042611298
Dog_5_test_segment_0090.mat,0.0152990594532
Dog_1_test_segment_0435.mat,0.0787941270769
Dog_4_test_segment_0851.mat,0.00107366176376
Dog_2_test_segment_0025.mat,0.0272383826306
Dog_2_test_segment_0715.mat,0.214793407861
Dog_1_test_segment_0179.mat,0.00461717448441
Dog_4_test_segment_0294.mat,0.0269729588244
Dog_5_test_segment_0054.mat,0.0152900758169
Patient_2_test_segment_0067.mat,0.55210285766
Dog_2_test_segment_0347.mat,0.0803439594852
Dog_2_test_segment_0930.mat,0.0550253285407
Dog_3_test_segment_0314.mat,0.0556306725762
Dog_3_test_segment_0738.mat,0.0190276302766
Patient_1_test_segment_0041.mat,0.0707656414217
Dog_3_test_segment_0149.mat,0.0176183659528
Patient_1_test_segment_0162.mat,0.937063969186
Dog_2_test_segment_0909.mat,0.0148219835477
Dog_1_test_segment_0034.mat,0.219688199945
Dog_2_test_segment_0028.mat,0.0039727211736
Patient_1_test_segment_0156.mat,0.915723389064
Dog_2_test_segment_0304.mat,0.0249077277054
Dog_3_test_segment_0543.mat,0.0279939666725
Dog_2_test_segment_0667.mat,0.0398799510144
Dog_2_test_segment_0725.mat,0.00519656757553
Dog_3_test_segment_0363.mat,0.0418656262026
Dog_4_test_segment_0199.mat,0.0134341087223
Dog_2_test_segment_0918.mat,0.327558134353
Dog_3_test_segment_0040.mat,0.0172454097191
Dog_3_test_segment_0614.mat,0.0162141607676
Dog_5_test_segment_0044.mat,0.0152808141431
Dog_2_test_segment_0716.mat,0.200051340251
Dog_2_test_segment_0515.mat,0.000562877896309
Dog_4_test_segment_0318.mat,0.0060809631344
Patient_2_test_segment_0062.mat,0.599526969059
Dog_3_test_segment_0881.mat,0.0191306749911
Dog_2_test_segment_0255.mat,0.0033047636916
Dog_5_test_segment_0123.mat,0.00113364289265
