clip,preictal
Dog_1_test_segment_0349.mat,0.051
Dog_1_test_segment_0450.mat,0.067
Dog_1_test_segment_0289.mat,0.222
Dog_1_test_segment_0368.mat,0.056
Dog_1_test_segment_0311.mat,0.178
Dog_1_test_segment_0051.mat,0.076
Dog_1_test_segment_0323.mat,0.159
Dog_1_test_segment_0292.mat,0.12
Dog_1_test_segment_0151.mat,0.02
Dog_1_test_segment_0321.mat,0.065
Dog_1_test_segment_0338.mat,0.024
Dog_1_test_segment_0061.mat,0.015
Dog_1_test_segment_0487.mat,0.051
Dog_1_test_segment_0248.mat,0.225
Dog_1_test_segment_0277.mat,0.02
Dog_1_test_segment_0199.mat,0.01
Dog_1_test_segment_0138.mat,0.05
Dog_1_test_segment_0470.mat,0.083
Dog_1_test_segment_0359.mat,0.27
Dog_1_test_segment_0388.mat,0.015
Dog_1_test_segment_0073.mat,0.015
Dog_1_test_segment_0055.mat,0.045
Dog_1_test_segment_0105.mat,0.046
Dog_1_test_segment_0129.mat,0.078
Dog_1_test_segment_0409.mat,0.041
Dog_1_test_segment_0060.mat,0.012
Dog_1_test_segment_0040.mat,0.031
Dog_1_test_segment_0446.mat,0.223
Dog_1_test_segment_0122.mat,0.124
Dog_1_test_segment_0109.mat,0.149
Dog_1_test_segment_0296.mat,0.056
Dog_1_test_segment_0045.mat,0.188
Dog_1_test_segment_0488.mat,0.268
Dog_1_test_segment_0076.mat,0.038
Dog_1_test_segment_0454.mat,0.05
Dog_1_test_segment_0410.mat,0.063
Dog_1_test_segment_0035.mat,0.334
Dog_1_test_segment_0125.mat,0.019
Dog_1_test_segment_0417.mat,0.096
Dog_1_test_segment_0475.mat,0.024
Dog_1_test_segment_0212.mat,0.352
Dog_1_test_segment_0047.mat,0.128
Dog_1_test_segment_0241.mat,0.089
Dog_1_test_segment_0429.mat,0.1
Dog_1_test_segment_0295.mat,0.144
Dog_1_test_segment_0432.mat,0.163
Dog_1_test_segment_0276.mat,0.063
Dog_1_test_segment_0120.mat,0.17
Dog_1_test_segment_0082.mat,0.032
Dog_1_test_segment_0270.mat,0.007
Dog_1_test_segment_0397.mat,0.128
Dog_1_test_segment_0218.mat,0.022
Dog_1_test_segment_0302.mat,0.233
Dog_1_test_segment_0139.mat,0.024
Dog_1_test_segment_0452.mat,0.028
Dog_1_test_segment_0074.mat,0.017
Dog_1_test_segment_0264.mat,0.055
Dog_1_test_segment_0350.mat,0.099
Dog_1_test_segment_0439.mat,0.018
Dog_1_test_segment_0239.mat,0.164
Dog_1_test_segment_0332.mat,0.082
Dog_1_test_segment_0099.mat,0.043
Dog_1_test_segment_0196.mat,0.061
Dog_1_test_segment_0407.mat,0.073
Dog_1_test_segment_0075.mat,0.034
Dog_1_test_segment_0493.mat,0.057
Dog_1_test_segment_0184.mat,0.026
Dog_1_test_segment_0362.mat,0.108
Dog_1_test_segment_0293.mat,0.274
Dog_1_test_segment_0133.mat,0.038
Dog_1_test_segment_0220.mat,0.082
Dog_1_test_segment_0154.mat,0.228
Dog_1_test_segment_0029.mat,0.116
Dog_1_test_segment_0036.mat,0.042
Dog_1_test_segment_0315.mat,0.018
Dog_1_test_segment_0286.mat,0.028
Dog_1_test_segment_0131.mat,0.07
Dog_1_test_segment_0009.mat,0.055
Dog_1_test_segment_0215.mat,0.023
Dog_1_test_segment_0353.mat,0.03
Dog_1_test_segment_0416.mat,0.094
Dog_1_test_segment_0369.mat,0.057
Dog_1_test_segment_0284.mat,0.026
Dog_1_test_segment_0107.mat,0.082
Dog_1_test_segment_0203.mat,0.03
Dog_1_test_segment_0271.mat,0.03
Dog_1_test_segment_0174.mat,0.016
Dog_1_test_segment_0093.mat,0.128
Dog_1_test_segment_0351.mat,0.037
Dog_1_test_segment_0145.mat,0.075
Dog_1_test_segment_0027.mat,0.02
Dog_1_test_segment_0398.mat,0.024
Dog_1_test_segment_0179.mat,0.038
Dog_1_test_segment_0324.mat,0.021
Dog_1_test_segment_0182.mat,0.098
Dog_1_test_segment_0485.mat,0.091
Dog_1_test_segment_0428.mat,0.02
Dog_1_test_segment_0365.mat,0.023
Dog_1_test_segment_0070.mat,0.014
Dog_1_test_segment_0225.mat,0.286
Dog_1_test_segment_0083.mat,0.09
Dog_1_test_segment_0474.mat,0.05
Dog_1_test_segment_0366.mat,0.016
Dog_1_test_segment_0442.mat,0.043
Dog_1_test_segment_0067.mat,0.162
Dog_1_test_segment_0001.mat,0.115
Dog_1_test_segment_0479.mat,0.047
Dog_1_test_segment_0393.mat,0.186
Dog_1_test_segment_0042.mat,0.035
Dog_1_test_segment_0336.mat,0.01
Dog_1_test_segment_0192.mat,0.032
Dog_1_test_segment_0134.mat,0.26
Dog_1_test_segment_0229.mat,0.009
Dog_1_test_segment_0310.mat,0.127
Dog_1_test_segment_0106.mat,0.008
Dog_1_test_segment_0059.mat,0.122
Dog_1_test_segment_0313.mat,0.038
Dog_1_test_segment_0354.mat,0.484
Dog_1_test_segment_0344.mat,0.134
Dog_1_test_segment_0279.mat,0.016
Dog_1_test_segment_0022.mat,0.035
Dog_1_test_segment_0358.mat,0.042
Dog_1_test_segment_0306.mat,0.049
Dog_1_test_segment_0500.mat,0.113
Dog_1_test_segment_0023.mat,0.029
Dog_1_test_segment_0149.mat,0.02
Dog_1_test_segment_0103.mat,0.303
Dog_1_test_segment_0329.mat,0.177
Dog_1_test_segment_0377.mat,0.144
Dog_1_test_segment_0422.mat,0.135
Dog_1_test_segment_0224.mat,0.084
Dog_1_test_segment_0246.mat,0.139
Dog_1_test_segment_0343.mat,0.421
Dog_1_test_segment_0254.mat,0.071
Dog_1_test_segment_0445.mat,0.036
Dog_1_test_segment_0465.mat,0.229
Dog_1_test_segment_0235.mat,0.028
Dog_1_test_segment_0298.mat,0.022
Dog_1_test_segment_0435.mat,0.188
Dog_1_test_segment_0440.mat,0.114
Dog_1_test_segment_0269.mat,0.087
Dog_1_test_segment_0328.mat,0.011
Dog_1_test_segment_0355.mat,0.185
Dog_1_test_segment_0251.mat,0.015
Dog_1_test_segment_0283.mat,0.054
Dog_1_test_segment_0211.mat,0.025
Dog_1_test_segment_0026.mat,0.215
Dog_1_test_segment_0157.mat,0.017
Dog_1_test_segment_0427.mat,0.023
Dog_1_test_segment_0204.mat,0.089
Dog_1_test_segment_0064.mat,0.149
Dog_1_test_segment_0201.mat,0.129
Dog_1_test_segment_0165.mat,0.181
Dog_1_test_segment_0232.mat,0.039
Dog_1_test_segment_0370.mat,0.137
Dog_1_test_segment_0095.mat,0.066
Dog_1_test_segment_0346.mat,0.153
Dog_1_test_segment_0111.mat,0.06
Dog_1_test_segment_0274.mat,0.149
Dog_1_test_segment_0085.mat,0.094
Dog_1_test_segment_0458.mat,0.026
Dog_1_test_segment_0436.mat,0.03
Dog_1_test_segment_0236.mat,0.103
Dog_1_test_segment_0381.mat,0.011
Dog_1_test_segment_0252.mat,0.043
Dog_1_test_segment_0497.mat,0.125
Dog_1_test_segment_0294.mat,0.173
Dog_1_test_segment_0383.mat,0.032
Dog_1_test_segment_0401.mat,0.109
Dog_1_test_segment_0335.mat,0.021
Dog_1_test_segment_0123.mat,0.033
Dog_1_test_segment_0312.mat,0.061
Dog_1_test_segment_0243.mat,0.023
Dog_1_test_segment_0065.mat,0.062
Dog_1_test_segment_0130.mat,0.087
Dog_1_test_segment_0175.mat,0.366
Dog_1_test_segment_0278.mat,0.045
Dog_1_test_segment_0356.mat,0.014
Dog_1_test_segment_0396.mat,0.053
Dog_1_test_segment_0467.mat,0.083
Dog_1_test_segment_0411.mat,0.097
Dog_1_test_segment_0021.mat,0.386
Dog_1_test_segment_0143.mat,0.119
Dog_1_test_segment_0113.mat,0.051
Dog_1_test_segment_0209.mat,0.075
Dog_1_test_segment_0494.mat,0.18
Dog_1_test_segment_0090.mat,0.034
Dog_1_test_segment_0280.mat,0.074
Dog_1_test_segment_0208.mat,0.085
Dog_1_test_segment_0044.mat,0.053
Dog_1_test_segment_0217.mat,0.118
Dog_1_test_segment_0238.mat,0.029
Dog_1_test_segment_0091.mat,0.02
Dog_1_test_segment_0037.mat,0.011
Dog_1_test_segment_0360.mat,0.017
Dog_1_test_segment_0069.mat,0.042
Dog_1_test_segment_0048.mat,0.045
Dog_1_test_segment_0084.mat,0.024
Dog_1_test_segment_0438.mat,0.075
Dog_1_test_segment_0406.mat,0.062
Dog_1_test_segment_0039.mat,0.067
Dog_1_test_segment_0459.mat,0.045
Dog_1_test_segment_0482.mat,0.197
Dog_1_test_segment_0193.mat,0.109
Dog_1_test_segment_0463.mat,0.015
Dog_1_test_segment_0004.mat,0.144
Dog_1_test_segment_0226.mat,0.015
Dog_1_test_segment_0337.mat,0.08
Dog_1_test_segment_0242.mat,0.028
Dog_1_test_segment_0392.mat,0.012
Dog_1_test_segment_0455.mat,0.014
Dog_1_test_segment_0117.mat,0.029
Dog_1_test_segment_0222.mat,0.227
Dog_1_test_segment_0345.mat,0.133
Dog_1_test_segment_0447.mat,0.128
Dog_1_test_segment_0342.mat,0.138
Dog_1_test_segment_0495.mat,0.031
Dog_1_test_segment_0032.mat,0.092
Dog_1_test_segment_0387.mat,0.03
Dog_1_test_segment_0468.mat,0.024
Dog_1_test_segment_0491.mat,0.06
Dog_1_test_segment_0466.mat,0.02
Dog_1_test_segment_0364.mat,0.022
Dog_1_test_segment_0266.mat,0.084
Dog_1_test_segment_0050.mat,0.015
Dog_1_test_segment_0142.mat,0.315
Dog_1_test_segment_0128.mat,0.129
Dog_1_test_segment_0121.mat,0.269
Dog_1_test_segment_0089.mat,0.04
Dog_1_test_segment_0163.mat,0.151
Dog_1_test_segment_0258.mat,0.024
Dog_1_test_segment_0423.mat,0.066
Dog_1_test_segment_0063.mat,0.056
Dog_1_test_segment_0202.mat,0.034
Dog_1_test_segment_0255.mat,0.058
Dog_1_test_segment_0058.mat,0.048
Dog_1_test_segment_0177.mat,0.306
Dog_1_test_segment_0249.mat,0.109
Dog_1_test_segment_0096.mat,0.071
Dog_1_test_segment_0285.mat,0.117
Dog_1_test_segment_0431.mat,0.074
Dog_1_test_segment_0126.mat,0.04
Dog_1_test_segment_0473.mat,0.138
Dog_1_test_segment_0437.mat,0.139
Dog_1_test_segment_0003.mat,0.035
Dog_1_test_segment_0419.mat,0.101
Dog_1_test_segment_0136.mat,0.096
Dog_1_test_segment_0062.mat,0.007
Dog_1_test_segment_0502.mat,0.05
Dog_1_test_segment_0049.mat,0.072
Dog_1_test_segment_0233.mat,0.297
Dog_1_test_segment_0256.mat,0.029
Dog_1_test_segment_0456.mat,0.117
Dog_1_test_segment_0172.mat,0.016
Dog_1_test_segment_0219.mat,0.084
Dog_1_test_segment_0066.mat,0.021
Dog_1_test_segment_0223.mat,0.048
Dog_1_test_segment_0443.mat,0.141
Dog_1_test_segment_0166.mat,0.238
Dog_1_test_segment_0263.mat,0.118
Dog_1_test_segment_0492.mat,0.087
Dog_1_test_segment_0112.mat,0.048
Dog_1_test_segment_0449.mat,0.045
Dog_1_test_segment_0124.mat,0.021
Dog_1_test_segment_0399.mat,0.071
Dog_1_test_segment_0391.mat,0.099
Dog_1_test_segment_0011.mat,0.062
Dog_1_test_segment_0168.mat,0.35
Dog_1_test_segment_0088.mat,0.44
Dog_1_test_segment_0394.mat,0.043
Dog_1_test_segment_0053.mat,0.028
Dog_1_test_segment_0461.mat,0.125
Dog_1_test_segment_0173.mat,0.047
Dog_1_test_segment_0078.mat,0.017
Dog_1_test_segment_0250.mat,0.071
Dog_1_test_segment_0190.mat,0.156
Dog_1_test_segment_0100.mat,0.134
Dog_1_test_segment_0030.mat,0.158
Dog_1_test_segment_0408.mat,0.031
Dog_1_test_segment_0228.mat,0.16
Dog_1_test_segment_0400.mat,0.312
Dog_1_test_segment_0024.mat,0.134
Dog_1_test_segment_0178.mat,0.026
Dog_1_test_segment_0052.mat,0.104
Dog_1_test_segment_0483.mat,0.021
Dog_1_test_segment_0287.mat,0.016
Dog_1_test_segment_0314.mat,0.025
Dog_1_test_segment_0146.mat,0.036
Dog_1_test_segment_0068.mat,0.156
Dog_1_test_segment_0501.mat,0.179
Dog_1_test_segment_0317.mat,0.104
Dog_1_test_segment_0081.mat,0.023
Dog_1_test_segment_0153.mat,0.101
Dog_1_test_segment_0155.mat,0.057
Dog_1_test_segment_0008.mat,0.066
Dog_1_test_segment_0484.mat,0.046
Dog_1_test_segment_0148.mat,0.053
Dog_1_test_segment_0361.mat,0.034
Dog_1_test_segment_0231.mat,0.172
Dog_1_test_segment_0414.mat,0.119
Dog_1_test_segment_0477.mat,0.32
Dog_1_test_segment_0290.mat,0.014
Dog_1_test_segment_0420.mat,0.013
Dog_1_test_segment_0481.mat,0.02
Dog_1_test_segment_0137.mat,0.009
Dog_1_test_segment_0101.mat,0.028
Dog_1_test_segment_0189.mat,0.076
Dog_1_test_segment_0187.mat,0.157
Dog_1_test_segment_0265.mat,0.02
Dog_1_test_segment_0108.mat,0.112
Dog_1_test_segment_0348.mat,0.088
Dog_1_test_segment_0227.mat,0.036
Dog_1_test_segment_0425.mat,0.097
Dog_1_test_segment_0216.mat,0.106
Dog_1_test_segment_0197.mat,0.06
Dog_1_test_segment_0080.mat,0.158
Dog_1_test_segment_0339.mat,0.126
Dog_1_test_segment_0261.mat,0.104
Dog_1_test_segment_0308.mat,0.368
Dog_1_test_segment_0169.mat,0.201
Dog_1_test_segment_0268.mat,0.175
Dog_1_test_segment_0245.mat,0.107
Dog_1_test_segment_0371.mat,0.3
Dog_1_test_segment_0054.mat,0.088
Dog_1_test_segment_0017.mat,0.042
Dog_1_test_segment_0262.mat,0.087
Dog_1_test_segment_0326.mat,0.26
Dog_1_test_segment_0334.mat,0.019
Dog_1_test_segment_0162.mat,0.056
Dog_1_test_segment_0102.mat,0.018
Dog_1_test_segment_0135.mat,0.142
Dog_1_test_segment_0478.mat,0.097
Dog_1_test_segment_0464.mat,0.093
Dog_1_test_segment_0378.mat,0.165
Dog_1_test_segment_0014.mat,0.075
Dog_1_test_segment_0210.mat,0.075
Dog_1_test_segment_0404.mat,0.048
Dog_1_test_segment_0319.mat,0.075
Dog_1_test_segment_0430.mat,0.361
Dog_1_test_segment_0020.mat,0.06
Dog_1_test_segment_0031.mat,0.154
Dog_1_test_segment_0316.mat,0.053
Dog_1_test_segment_0341.mat,0.062
Dog_1_test_segment_0275.mat,0.027
Dog_1_test_segment_0333.mat,0.071
Dog_1_test_segment_0195.mat,0.374
Dog_1_test_segment_0304.mat,0.055
Dog_1_test_segment_0104.mat,0.056
Dog_1_test_segment_0424.mat,0.025
Dog_1_test_segment_0320.mat,0.061
Dog_1_test_segment_0412.mat,0.032
Dog_1_test_segment_0176.mat,0.013
Dog_1_test_segment_0433.mat,0.023
Dog_1_test_segment_0116.mat,0.332
Dog_1_test_segment_0025.mat,0.02
Dog_1_test_segment_0462.mat,0.011
Dog_1_test_segment_0499.mat,0.026
Dog_2_test_segment_0910.mat,0.088
Dog_2_test_segment_0175.mat,0.29
Dog_2_test_segment_0847.mat,0.125
Dog_2_test_segment_0720.mat,0.235
Dog_2_test_segment_0837.mat,0.284
Dog_2_test_segment_0424.mat,0.103
Dog_2_test_segment_0802.mat,0.211
Dog_2_test_segment_0434.mat,0.223
Dog_2_test_segment_0920.mat,0.237
Dog_2_test_segment_0733.mat,0.179
Dog_2_test_segment_0756.mat,0.063
Dog_2_test_segment_0890.mat,0.122
Dog_2_test_segment_0527.mat,0.045
Dog_2_test_segment_0681.mat,0.167
Dog_2_test_segment_0735.mat,0.086
Dog_2_test_segment_0015.mat,0.389
Dog_2_test_segment_0745.mat,0.024
Dog_2_test_segment_0689.mat,0.33
Dog_2_test_segment_0366.mat,0.286
Dog_2_test_segment_0529.mat,0.107
Dog_2_test_segment_0427.mat,0.351
Dog_2_test_segment_0025.mat,0.202
Dog_2_test_segment_0165.mat,0.128
Dog_2_test_segment_0166.mat,0.449
Dog_2_test_segment_0143.mat,0.019
Dog_2_test_segment_0719.mat,0.193
Dog_2_test_segment_0473.mat,0.036
Dog_2_test_segment_0189.mat,0.44
Dog_2_test_segment_0258.mat,0.133
Dog_2_test_segment_0124.mat,0.003
Dog_2_test_segment_0450.mat,0.202
Dog_2_test_segment_0338.mat,0.423
Dog_2_test_segment_0665.mat,0.024
Dog_2_test_segment_0201.mat,0.413
Dog_2_test_segment_0850.mat,0.045
Dog_2_test_segment_0184.mat,0.349
Dog_2_test_segment_0617.mat,0.499
Dog_2_test_segment_0002.mat,0.299
Dog_2_test_segment_0639.mat,0.04
Dog_2_test_segment_0737.mat,0.283
Dog_2_test_segment_0723.mat,0.169
Dog_2_test_segment_0714.mat,0.261
Dog_2_test_segment_0922.mat,0.109
Dog_2_test_segment_0363.mat,0.205
Dog_2_test_segment_0313.mat,0.301
Dog_2_test_segment_0726.mat,0.206
Dog_2_test_segment_0137.mat,0.405
Dog_2_test_segment_0462.mat,0.404
Dog_2_test_segment_0202.mat,0.435
Dog_2_test_segment_0867.mat,0.301
Dog_2_test_segment_0090.mat,0.515
Dog_2_test_segment_0974.mat,0.622
Dog_2_test_segment_0722.mat,0.008
Dog_2_test_segment_0164.mat,0.056
Dog_2_test_segment_0542.mat,0.373
Dog_2_test_segment_0248.mat,0.217
Dog_2_test_segment_0392.mat,0.472
Dog_2_test_segment_0496.mat,0.077
Dog_2_test_segment_0694.mat,0.084
Dog_2_test_segment_0273.mat,0.316
Dog_2_test_segment_0489.mat,0.255
Dog_2_test_segment_0262.mat,0.099
Dog_2_test_segment_0181.mat,0.336
Dog_2_test_segment_0049.mat,0.345
Dog_2_test_segment_0823.mat,0.159
Dog_2_test_segment_0222.mat,0.204
Dog_2_test_segment_0915.mat,0.026
Dog_2_test_segment_0464.mat,0.1
Dog_2_test_segment_0345.mat,0.255
Dog_2_test_segment_0326.mat,0.271
Dog_2_test_segment_0386.mat,0.082
Dog_2_test_segment_0730.mat,0.113
Dog_2_test_segment_0134.mat,0.215
Dog_2_test_segment_0536.mat,0.13
Dog_2_test_segment_0114.mat,0.113
Dog_2_test_segment_0278.mat,0.131
Dog_2_test_segment_0319.mat,0.13
Dog_2_test_segment_0584.mat,0.17
Dog_2_test_segment_0321.mat,0.057
Dog_2_test_segment_0308.mat,0.59
Dog_2_test_segment_0852.mat,0.052
Dog_2_test_segment_0624.mat,0.143
Dog_2_test_segment_0279.mat,0.104
Dog_2_test_segment_0021.mat,0.302
Dog_2_test_segment_0615.mat,0.454
Dog_2_test_segment_0896.mat,0.385
Dog_2_test_segment_0110.mat,0.075
Dog_2_test_segment_0459.mat,0.271
Dog_2_test_segment_0159.mat,0.192
Dog_2_test_segment_0504.mat,0.16
Dog_2_test_segment_0177.mat,0.168
Dog_2_test_segment_0041.mat,0.47
Dog_2_test_segment_0751.mat,0.072
Dog_2_test_segment_0337.mat,0.233
Dog_2_test_segment_0304.mat,0.136
Dog_2_test_segment_0698.mat,0.1
Dog_2_test_segment_0488.mat,0.241
Dog_2_test_segment_0017.mat,0.188
Dog_2_test_segment_0579.mat,0.176
Dog_2_test_segment_0443.mat,0.067
Dog_2_test_segment_0437.mat,0.368
Dog_2_test_segment_0943.mat,0.227
Dog_2_test_segment_0895.mat,0.01
Dog_2_test_segment_0018.mat,0.227
Dog_2_test_segment_0208.mat,0.005
Dog_2_test_segment_0183.mat,0.17
Dog_2_test_segment_0843.mat,0.09
Dog_2_test_segment_0822.mat,0.087
Dog_2_test_segment_0247.mat,0.187
Dog_2_test_segment_0150.mat,0.007
Dog_2_test_segment_0750.mat,0.176
Dog_2_test_segment_0832.mat,0.218
Dog_2_test_segment_0600.mat,0.117
Dog_2_test_segment_0613.mat,0.163
Dog_2_test_segment_0642.mat,0.184
Dog_2_test_segment_0981.mat,0.356
Dog_2_test_segment_0533.mat,0.177
Dog_2_test_segment_0761.mat,0.298
Dog_2_test_segment_0193.mat,0.199
Dog_2_test_segment_0669.mat,0.434
Dog_2_test_segment_0173.mat,0.068
Dog_2_test_segment_0422.mat,0.081
Dog_2_test_segment_0225.mat,0.05
Dog_2_test_segment_0817.mat,0.349
Dog_2_test_segment_0749.mat,0.223
Dog_2_test_segment_0497.mat,0.016
Dog_2_test_segment_0530.mat,0.28
Dog_2_test_segment_0679.mat,0.068
Dog_2_test_segment_0010.mat,0.41
Dog_2_test_segment_0637.mat,0.266
Dog_2_test_segment_0585.mat,0.121
Dog_2_test_segment_0707.mat,0.219
Dog_2_test_segment_0079.mat,0.281
Dog_2_test_segment_0322.mat,0.005
Dog_2_test_segment_0942.mat,0.171
Dog_2_test_segment_0249.mat,0.27
Dog_2_test_segment_0556.mat,0.152
Dog_2_test_segment_0918.mat,0.3
Dog_2_test_segment_0491.mat,0.308
Dog_2_test_segment_0941.mat,0.104
Dog_2_test_segment_0772.mat,0.346
Dog_2_test_segment_0051.mat,0.085
Dog_2_test_segment_0774.mat,0.374
Dog_2_test_segment_0597.mat,0.017
Dog_2_test_segment_0705.mat,0.131
Dog_2_test_segment_0365.mat,0.431
Dog_2_test_segment_0593.mat,0.051
Dog_2_test_segment_0875.mat,0.554
Dog_2_test_segment_0661.mat,0.057
Dog_2_test_segment_0973.mat,0.338
Dog_2_test_segment_0764.mat,0.232
Dog_2_test_segment_0383.mat,0.255
Dog_2_test_segment_0954.mat,0.073
Dog_2_test_segment_0818.mat,0.006
Dog_2_test_segment_0406.mat,0.149
Dog_2_test_segment_0303.mat,0.196
Dog_2_test_segment_0760.mat,0.18
Dog_2_test_segment_0566.mat,0.072
Dog_2_test_segment_0846.mat,0.085
Dog_2_test_segment_0985.mat,0.145
Dog_2_test_segment_0186.mat,0.294
Dog_2_test_segment_0070.mat,0.081
Dog_2_test_segment_0933.mat,0.055
Dog_2_test_segment_0083.mat,0.089
