clip,preictal
Dog_5_test_segment_0117.mat,1.0
Dog_2_test_segment_0333.mat,1.0
Dog_4_test_segment_0025.mat,1.0
Dog_3_test_segment_0823.mat,1.0
Dog_2_test_segment_0736.mat,1.0
Dog_4_test_segment_0707.mat,1.0
Dog_1_test_segment_0256.mat,0.000225937419065
Dog_1_test_segment_0019.mat,1.0
Dog_4_test_segment_0884.mat,1.0
Dog_1_test_segment_0185.mat,1.0
Dog_1_test_segment_0127.mat,2.222918671e-14
Dog_2_test_segment_0228.mat,1.0
Dog_4_test_segment_0822.mat,1.0
Dog_4_test_segment_0090.mat,1.0
Dog_1_test_segment_0178.mat,0.999999854274
Dog_1_test_segment_0284.mat,1.0
Dog_2_test_segment_0300.mat,1.0
Dog_4_test_segment_0789.mat,1.0
Patient_1_test_segment_0160.mat,1.0
Dog_2_test_segment_0593.mat,1.0
Dog_1_test_segment_0250.mat,0.999999999356
Dog_2_test_segment_0340.mat,1.0
Dog_1_test_segment_0082.mat,1.0
Dog_2_test_segment_0796.mat,1.0
Dog_4_test_segment_0601.mat,1.0
Dog_3_test_segment_0627.mat,1.0
Dog_3_test_segment_0197.mat,1.0
Dog_5_test_segment_0065.mat,1.0
Dog_3_test_segment_0498.mat,1.0
Dog_5_test_segment_0148.mat,1.0
Dog_2_test_segment_0528.mat,1.0
Dog_3_test_segment_0667.mat,1.0
Dog_3_test_segment_0035.mat,1.0
Dog_1_test_segment_0102.mat,1.0
Dog_2_test_segment_0352.mat,1.0
Dog_2_test_segment_0257.mat,1.0
Dog_2_test_segment_0583.mat,1.0
Dog_3_test_segment_0511.mat,1.0
Dog_1_test_segment_0142.mat,0.99871190031
Dog_3_test_segment_0678.mat,1.0
Dog_2_test_segment_0717.mat,1.0
Dog_4_test_segment_0732.mat,1.0
Dog_2_test_segment_0432.mat,1.0
Patient_1_test_segment_0047.mat,1.0
Dog_4_test_segment_0710.mat,1.0
Dog_5_test_segment_0038.mat,1.0
Dog_3_test_segment_0783.mat,1.0
Dog_3_test_segment_0310.mat,1.0
Dog_3_test_segment_0053.mat,1.0
Dog_5_test_segment_0175.mat,1.0
Dog_3_test_segment_0830.mat,1.0
Dog_2_test_segment_0397.mat,1.0
Dog_3_test_segment_0073.mat,1.0
Dog_3_test_segment_0716.mat,1.0
Dog_3_test_segment_0687.mat,1.0
Dog_5_test_segment_0158.mat,1.0
Dog_2_test_segment_0560.mat,1.0
Dog_4_test_segment_0907.mat,1.0
Patient_1_test_segment_0001.mat,0.999999999999
Dog_2_test_segment_0004.mat,1.0
Dog_2_test_segment_0193.mat,1.0
Dog_2_test_segment_0506.mat,1.0
Dog_4_test_segment_0038.mat,1.0
Patient_2_test_segment_0105.mat,1.0
Dog_3_test_segment_0127.mat,1.0
Dog_4_test_segment_0201.mat,1.0
Dog_3_test_segment_0332.mat,1.0
Dog_5_test_segment_0054.mat,1.0
Patient_1_test_segment_0085.mat,0.999999999557
Dog_2_test_segment_0524.mat,1.0
Dog_3_test_segment_0630.mat,1.0
Dog_3_test_segment_0252.mat,1.0
Dog_4_test_segment_0834.mat,1.0
Dog_2_test_segment_0876.mat,1.0
Dog_3_test_segment_0130.mat,1.0
Dog_2_test_segment_0154.mat,1.0
Dog_4_test_segment_0039.mat,1.0
Dog_4_test_segment_0642.mat,1.0
Dog_1_test_segment_0366.mat,1.0
Dog_4_test_segment_0544.mat,1.0
Dog_4_test_segment_0396.mat,1.0
Dog_2_test_segment_0051.mat,1.0
Dog_2_test_segment_0180.mat,1.0
Dog_5_test_segment_0092.mat,1.0
Dog_3_test_segment_0646.mat,1.0
Dog_1_test_segment_0365.mat,1.0
Dog_2_test_segment_0727.mat,1.0
Dog_4_test_segment_0064.mat,1.0
Dog_4_test_segment_0691.mat,1.0
Dog_2_test_segment_0166.mat,1.0
Dog_5_test_segment_0174.mat,1.0
Dog_4_test_segment_0576.mat,1.0
Dog_4_test_segment_0332.mat,1.0
Dog_3_test_segment_0886.mat,1.0
Dog_4_test_segment_0715.mat,1.0
Patient_2_test_segment_0013.mat,0.999999999882
Dog_3_test_segment_0416.mat,1.0
Dog_3_test_segment_0708.mat,1.0
Dog_3_test_segment_0531.mat,1.0
Dog_2_test_segment_0304.mat,1.0
Dog_4_test_segment_0400.mat,1.0
Dog_2_test_segment_0993.mat,1.0
Dog_3_test_segment_0240.mat,1.0
Dog_4_test_segment_0338.mat,1.0
Patient_2_test_segment_0014.mat,0.999999999995
Dog_1_test_segment_0109.mat,1.0
Dog_4_test_segment_0148.mat,1.0
Dog_5_test_segment_0145.mat,1.0
Dog_4_test_segment_0580.mat,1.0
Dog_4_test_segment_0078.mat,1.0
Dog_3_test_segment_0040.mat,1.0
Dog_2_test_segment_0021.mat,1.0
Dog_3_test_segment_0458.mat,1.0
Dog_3_test_segment_0034.mat,1.0
Dog_2_test_segment_0596.mat,1.0
Dog_2_test_segment_0937.mat,1.0
Dog_2_test_segment_0459.mat,1.0
Dog_3_test_segment_0371.mat,1.0
Dog_2_test_segment_0165.mat,1.0
Dog_3_test_segment_0675.mat,1.0
Dog_2_test_segment_0091.mat,1.0
Dog_4_test_segment_0865.mat,1.0
Dog_4_test_segment_0821.mat,1.0
Dog_2_test_segment_0797.mat,1.0
Dog_4_test_segment_0184.mat,1.0
Dog_2_test_segment_0477.mat,1.0
Dog_2_test_segment_0316.mat,1.0
Dog_2_test_segment_0855.mat,1.0
Dog_3_test_segment_0018.mat,1.0
Dog_5_test_segment_0138.mat,1.0
Dog_4_test_segment_0357.mat,1.0
Dog_2_test_segment_0952.mat,1.0
Dog_4_test_segment_0451.mat,1.0
Dog_2_test_segment_0886.mat,1.0
Dog_2_test_segment_0733.mat,1.0
Dog_2_test_segment_0314.mat,1.0
Dog_1_test_segment_0069.mat,1.0
Dog_3_test_segment_0585.mat,1.0
Dog_1_test_segment_0490.mat,3.37539929221e-11
Dog_3_test_segment_0098.mat,1.0
Dog_2_test_segment_0664.mat,1.0
Patient_2_test_segment_0131.mat,1.0
Dog_1_test_segment_0122.mat,1.11522308962e-10
Dog_3_test_segment_0720.mat,1.0
Dog_2_test_segment_0781.mat,1.0
Dog_3_test_segment_0287.mat,1.0
Dog_2_test_segment_0245.mat,1.0
Dog_5_test_segment_0114.mat,1.0
Patient_2_test_segment_0146.mat,1.0
Dog_2_test_segment_1000.mat,1.0
Patient_1_test_segment_0011.mat,0.999999999818
Dog_1_test_segment_0407.mat,1.00895390414e-09
Dog_3_test_segment_0013.mat,1.0
Dog_5_test_segment_0161.mat,1.0
Dog_3_test_segment_0817.mat,1.0
Dog_2_test_segment_0054.mat,1.0
Dog_2_test_segment_0085.mat,1.0
Dog_3_test_segment_0792.mat,1.0
Dog_4_test_segment_0254.mat,1.0
Dog_3_test_segment_0366.mat,1.0
Dog_2_test_segment_0948.mat,1.0
Dog_2_test_segment_0769.mat,1.0
Dog_3_test_segment_0768.mat,1.0
Dog_4_test_segment_0495.mat,1.0
Patient_1_test_segment_0064.mat,0.999999997786
Dog_4_test_segment_0289.mat,1.0
Dog_4_test_segment_0073.mat,1.0
Patient_2_test_segment_0108.mat,0.999999996059
Dog_1_test_segment_0363.mat,0.999999992745
Dog_3_test_segment_0143.mat,1.0
Dog_2_test_segment_0007.mat,1.0
Dog_4_test_segment_0579.mat,1.0
Dog_2_test_segment_0216.mat,1.0
Dog_4_test_segment_0093.mat,1.0
Patient_1_test_segment_0069.mat,0.999999998701
Dog_3_test_segment_0360.mat,1.0
Dog_2_test_segment_0246.mat,1.0
Dog_3_test_segment_0815.mat,1.0
Patient_1_test_segment_0109.mat,1.0
Dog_3_test_segment_0488.mat,1.0
Dog_2_test_segment_0173.mat,1.0
Patient_1_test_segment_0167.mat,0.999999999764
Dog_2_test_segment_0102.mat,1.0
Dog_4_test_segment_0071.mat,1.0
Dog_5_test_segment_0151.mat,1.0
Dog_4_test_segment_0624.mat,1.0
Dog_2_test_segment_0490.mat,1.0
Dog_3_test_segment_0602.mat,1.0
Dog_4_test_segment_0388.mat,1.0
Dog_1_test_segment_0002.mat,0.9999569241
Dog_2_test_segment_0204.mat,1.0
Dog_3_test_segment_0296.mat,1.0
Dog_4_test_segment_0901.mat,1.0
Dog_1_test_segment_0004.mat,0.985042961706
Dog_4_test_segment_0222.mat,1.0
Patient_1_test_segment_0015.mat,1.0
Dog_2_test_segment_0438.mat,1.0
Dog_1_test_segment_0342.mat,7.83086791738e-11
Dog_2_test_segment_0814.mat,1.0
Dog_4_test_segment_0575.mat,1.0
Dog_5_test_segment_0040.mat,1.0
Dog_1_test_segment_0233.mat,1.87254594483e-10
Dog_4_test_segment_0146.mat,1.0
Dog_3_test_segment_0841.mat,1.0
Dog_2_test_segment_0262.mat,1.0
Dog_3_test_segment_0662.mat,1.0
Patient_1_test_segment_0099.mat,0.999999999993
Dog_3_test_segment_0898.mat,1.0
Dog_3_test_segment_0271.mat,1.0
Dog_2_test_segment_0875.mat,1.0
Dog_4_test_segment_0972.mat,1.0
Dog_1_test_segment_0502.mat,0.999999999973
Dog_2_test_segment_0057.mat,1.0
Patient_2_test_segment_0113.mat,1.0
Dog_3_test_segment_0361.mat,1.0
Dog_4_test_segment_0352.mat,1.0
Dog_4_test_segment_0831.mat,1.0
Dog_3_test_segment_0503.mat,1.0
Dog_2_test_segment_0978.mat,1.0
Dog_3_test_segment_0133.mat,1.0
Dog_2_test_segment_0493.mat,1.0
Dog_3_test_segment_0514.mat,1.0
Dog_4_test_segment_0949.mat,1.0
Dog_2_test_segment_0871.mat,1.0
Dog_3_test_segment_0051.mat,1.0
Dog_2_test_segment_0657.mat,1.0
Dog_3_test_segment_0061.mat,1.0
Patient_2_test_segment_0015.mat,0.999999999743
Dog_1_test_segment_0469.mat,0.999997167216
Dog_3_test_segment_0828.mat,1.0
Dog_2_test_segment_0624.mat,1.0
Dog_3_test_segment_0731.mat,1.0
Dog_3_test_segment_0712.mat,1.0
Dog_3_test_segment_0237.mat,1.0
Dog_3_test_segment_0044.mat,1.0
Dog_3_test_segment_0759.mat,1.0
Dog_1_test_segment_0273.mat,1.0
Dog_2_test_segment_0342.mat,1.0
Dog_3_test_segment_0266.mat,1.0
Dog_3_test_segment_0165.mat,1.0
Dog_2_test_segment_0856.mat,1.0
Patient_1_test_segment_0023.mat,1.0
Dog_2_test_segment_0381.mat,1.0
Dog_3_test_segment_0267.mat,1.0
Dog_1_test_segment_0132.mat,6.2295667352e-12
Dog_2_test_segment_0610.mat,1.0
Dog_4_test_segment_0472.mat,1.0
Dog_2_test_segment_0810.mat,1.0
Dog_4_test_segment_0545.mat,1.0
Dog_2_test_segment_0939.mat,1.0
Dog_2_test_segment_0949.mat,1.0
Dog_2_test_segment_0421.mat,1.0
Dog_2_test_segment_0828.mat,1.0
Dog_4_test_segment_0934.mat,1.0
Dog_4_test_segment_0063.mat,1.0
Dog_3_test_segment_0718.mat,1.0
Dog_4_test_segment_0809.mat,1.0
Patient_1_test_segment_0043.mat,0.99999997635
Dog_3_test_segment_0095.mat,1.0
Dog_3_test_segment_0870.mat,1.0
Dog_2_test_segment_0374.mat,1.0
Dog_3_test_segment_0463.mat,1.0
Dog_4_test_segment_0152.mat,1.0
Dog_4_test_segment_0521.mat,1.0
Dog_2_test_segment_0487.mat,1.0
Dog_4_test_segment_0610.mat,1.0
Dog_4_test_segment_0736.mat,1.0
Dog_3_test_segment_0116.mat,1.0
Dog_5_test_segment_0136.mat,1.0
Dog_2_test_segment_0641.mat,1.0
Dog_2_test_segment_0623.mat,1.0
Patient_1_test_segment_0165.mat,0.99999999997
Patient_1_test_segment_0022.mat,0.999999991281
Dog_1_test_segment_0442.mat,1.0
Dog_4_test_segment_0100.mat,1.0
Dog_3_test_segment_0017.mat,1.0
Dog_4_test_segment_0842.mat,1.0
Dog_2_test_segment_0726.mat,1.0
Dog_4_test_segment_0179.mat,1.0
Patient_2_test_segment_0090.mat,1.0
Dog_1_test_segment_0101.mat,1.0
Dog_1_test_segment_0313.mat,1.0
Dog_2_test_segment_0996.mat,1.0
Dog_4_test_segment_0823.mat,1.0
Dog_3_test_segment_0723.mat,1.0
Dog_2_test_segment_0409.mat,1.0
Dog_2_test_segment_0101.mat,1.0
Dog_1_test_segment_0444.mat,8.62508425026e-13
Dog_3_test_segment_0106.mat,1.0
Dog_3_test_segment_0780.mat,1.0
Dog_1_test_segment_0076.mat,4.22436713188e-09
Dog_2_test_segment_0994.mat,1.0
Dog_3_test_segment_0183.mat,1.0
Dog_1_test_segment_0301.mat,0.999999999614
Dog_3_test_segment_0741.mat,1.0
Dog_2_test_segment_0975.mat,1.0
Dog_5_test_segment_0078.mat,1.0
Dog_4_test_segment_0412.mat,1.0
Dog_4_test_segment_0643.mat,1.0
Dog_4_test_segment_0336.mat,1.0
Dog_4_test_segment_0530.mat,1.0
Dog_3_test_segment_0387.mat,1.0
Dog_4_test_segment_0828.mat,1.0
Dog_3_test_segment_0337.mat,1.0
Dog_2_test_segment_0122.mat,1.0
Dog_2_test_segment_0611.mat,1.0
Dog_1_test_segment_0391.mat,0.999384317172
Dog_4_test_segment_0683.mat,1.0
Dog_2_test_segment_0507.mat,1.0
Dog_3_test_segment_0108.mat,1.0
Dog_4_test_segment_0617.mat,1.0
Dog_5_test_segment_0127.mat,1.0
Dog_4_test_segment_0965.mat,1.0
Dog_3_test_segment_0089.mat,1.0
Patient_1_test_segment_0125.mat,1.0
Dog_3_test_segment_0697.mat,1.0
Dog_1_test_segment_0218.mat,0.999998914382
Dog_4_test_segment_0572.mat,1.0
Dog_1_test_segment_0486.mat,1.0
Dog_4_test_segment_0374.mat,1.0
Dog_3_test_segment_0206.mat,1.0
Patient_1_test_segment_0045.mat,1.0
Dog_4_test_segment_0758.mat,1.0
Dog_2_test_segment_0015.mat,1.0
Dog_2_test_segment_0066.mat,1.0
Dog_1_test_segment_0299.mat,1.0
Dog_2_test_segment_0737.mat,1.0
Dog_4_test_segment_0383.mat,1.0
Dog_1_test_segment_0476.mat,1.2031234469e-07
Dog_4_test_segment_0825.mat,1.0
Dog_4_test_segment_0235.mat,1.0
Dog_3_test_segment_0425.mat,1.0
Dog_4_test_segment_0041.mat,1.0
Dog_4_test_segment_0454.mat,1.0
Patient_2_test_segment_0003.mat,1.0
Dog_4_test_segment_0255.mat,1.0
Dog_5_test_segment_0049.mat,1.0
Dog_2_test_segment_0995.mat,1.0
Dog_1_test_segment_0056.mat,0.999999999998
Dog_2_test_segment_0478.mat,1.0
Dog_2_test_segment_0713.mat,1.0
Dog_3_test_segment_0147.mat,1.0
Dog_5_test_segment_0162.mat,1.0
Dog_2_test_segment_0324.mat,1.0
Dog_1_test_segment_0059.mat,7.88602916689e-14
Dog_2_test_segment_0457.mat,1.0
Dog_3_test_segment_0199.mat,1.0
Dog_1_test_segment_0274.mat,1.88455802612e-09
Dog_3_test_segment_0394.mat,1.0
Patient_1_test_segment_0106.mat,1.0
Dog_1_test_segment_0058.mat,2.64630420782e-14
Dog_2_test_segment_0479.mat,1.0
Dog_1_test_segment_0446.mat,2.49228935776e-05
Patient_1_test_segment_0051.mat,1.0
Dog_4_test_segment_0414.mat,1.0
Dog_4_test_segment_0408.mat,1.0
Dog_1_test_segment_0383.mat,1.0
Dog_4_test_segment_0864.mat,1.0
Dog_2_test_segment_0791.mat,1.0
Dog_3_test_segment_0794.mat,1.0
Dog_1_test_segment_0165.mat,1.96138916575e-09
Dog_3_test_segment_0539.mat,1.0
Dog_2_test_segment_0449.mat,1.0
Dog_2_test_segment_0578.mat,1.0
Dog_3_test_segment_0733.mat,1.0
Dog_4_test_segment_0392.mat,1.0
Dog_1_test_segment_0061.mat,0.999999999637
Dog_2_test_segment_0964.mat,1.0
Dog_3_test_segment_0884.mat,1.0
Dog_4_test_segment_0058.mat,1.0
Dog_2_test_segment_0143.mat,1.0
Dog_2_test_segment_0325.mat,1.0
Dog_5_test_segment_0034.mat,1.0
Patient_2_test_segment_0079.mat,1.0
Dog_4_test_segment_0639.mat,1.0
Dog_4_test_segment_0084.mat,1.0
Dog_5_test_segment_0126.mat,1.0
Dog_4_test_segment_0930.mat,1.0
Dog_2_test_segment_0962.mat,1.0
Dog_4_test_segment_0650.mat,1.0
Dog_5_test_segment_0143.mat,1.0
Dog_4_test_segment_0687.mat,1.0
Dog_3_test_segment_0325.mat,1.0
Dog_2_test_segment_0396.mat,1.0
Dog_3_test_segment_0523.mat,1.0
Dog_2_test_segment_0633.mat,1.0
Dog_5_test_segment_0074.mat,1.0
Patient_2_test_segment_0089.mat,0.999999989303
Dog_2_test_segment_0227.mat,1.0
Dog_1_test_segment_0048.mat,1.07383500043e-05
Dog_4_test_segment_0499.mat,1.0
Dog_3_test_segment_0050.mat,1.0
Dog_2_test_segment_0010.mat,1.0
Patient_1_test_segment_0059.mat,0.999999995556
Dog_4_test_segment_0491.mat,1.0
Dog_3_test_segment_0543.mat,1.0
Dog_4_test_segment_0558.mat,1.0
Dog_4_test_segment_0772.mat,1.0
Dog_3_test_segment_0064.mat,1.0
Dog_2_test_segment_0519.mat,1.0
Dog_2_test_segment_0598.mat,1.0
Dog_1_test_segment_0205.mat,1.0
Patient_1_test_segment_0083.mat,0.999999919227
Patient_1_test_segment_0174.mat,0.99999999232
Dog_1_test_segment_0347.mat,1.05257653378e-11
Dog_4_test_segment_0708.mat,1.0
Dog_2_test_segment_0563.mat,1.0
Dog_1_test_segment_0457.mat,1.81783702923e-10
Dog_4_test_segment_0341.mat,1.0
Patient_2_test_segment_0121.mat,0.999996561779
Dog_1_test_segment_0386.mat,7.27235851592e-11
Dog_4_test_segment_0313.mat,1.0
Dog_2_test_segment_0718.mat,1.0
Dog_4_test_segment_0628.mat,1.0
Dog_3_test_segment_0419.mat,1.0
Dog_2_test_segment_0676.mat,1.0
Dog_3_test_segment_0499.mat,1.0
Dog_1_test_segment_0369.mat,1.0
Dog_2_test_segment_0372.mat,1.0
Dog_1_test_segment_0026.mat,1.0
Dog_4_test_segment_0218.mat,1.0
Dog_3_test_segment_0180.mat,1.0
Dog_4_test_segment_0720.mat,1.0
Dog_2_test_segment_0203.mat,1.0
Dog_2_test_segment_0696.mat,1.0
Dog_2_test_segment_0042.mat,1.0
Dog_4_test_segment_0087.mat,1.0
Dog_3_test_segment_0021.mat,1.0
Patient_2_test_segment_0069.mat,1.0
Dog_3_test_segment_0309.mat,1.0
Dog_3_test_segment_0113.mat,1.0
Dog_4_test_segment_0689.mat,1.0
Dog_3_test_segment_0347.mat,1.0
Dog_2_test_segment_0894.mat,1.0
Dog_3_test_segment_0620.mat,1.0
Dog_4_test_segment_0074.mat,1.0
Dog_2_test_segment_0491.mat,1.0
Dog_4_test_segment_0510.mat,1.0
Patient_1_test_segment_0039.mat,1.0
Dog_2_test_segment_0386.mat,1.0
Patient_1_test_segment_0031.mat,0.999999998905
Dog_4_test_segment_0161.mat,1.0
Dog_1_test_segment_0014.mat,3.63518146202e-12
Patient_2_test_segment_0044.mat,0.999640251965
Dog_4_test_segment_0946.mat,1.0
Dog_4_test_segment_0292.mat,1.0
Dog_4_test_segment_0573.mat,1.0
Dog_4_test_segment_0322.mat,1.0
Patient_2_test_segment_0052.mat,0.99999999998
Dog_3_test_segment_0131.mat,1.0
Patient_1_test_segment_0104.mat,0.999999864574
Dog_2_test_segment_0549.mat,1.0
Dog_3_test_segment_0676.mat,1.0
Dog_3_test_segment_0592.mat,1.0
Dog_2_test_segment_0826.mat,1.0
Dog_2_test_segment_0790.mat,1.0
Dog_4_test_segment_0450.mat,1.0
Dog_2_test_segment_0628.mat,1.0
Dog_4_test_segment_0497.mat,1.0
Dog_2_test_segment_0725.mat,1.0
Dog_4_test_segment_0925.mat,1.0
Patient_1_test_segment_0070.mat,1.0
Dog_1_test_segment_0199.mat,0.999999992749
Dog_3_test_segment_0722.mat,1.0
Dog_2_test_segment_0584.mat,1.0
Dog_3_test_segment_0745.mat,1.0
Dog_4_test_segment_0860.mat,1.0
Dog_3_test_segment_0902.mat,1.0
Dog_3_test_segment_0472.mat,1.0
Dog_2_test_segment_0297.mat,1.0
Patient_1_test_segment_0150.mat,0.999999999712
Dog_1_test_segment_0270.mat,1.0
Patient_1_test_segment_0181.mat,1.0
Dog_3_test_segment_0003.mat,1.0
Patient_1_test_segment_0030.mat,1.0
Dog_3_test_segment_0429.mat,1.0
Dog_3_test_segment_0553.mat,1.0
Dog_4_test_segment_0620.mat,1.0
Dog_2_test_segment_0947.mat,1.0
Patient_1_test_segment_0142.mat,0.999999956793
Dog_4_test_segment_0247.mat,1.0
Patient_1_test_segment_0057.mat,0.999999999776
Patient_2_test_segment_0010.mat,0.99999999987
Dog_4_test_segment_0798.mat,1.0
Dog_1_test_segment_0399.mat,2.92206959355e-13
Dog_2_test_segment_0144.mat,1.0
Dog_3_test_segment_0362.mat,1.0
Dog_1_test_segment_0492.mat,0.000759608573565
Dog_1_test_segment_0352.mat,0.999999999993
Dog_3_test_segment_0603.mat,1.0
Dog_4_test_segment_0616.mat,1.0
Dog_4_test_segment_0354.mat,1.0
Dog_4_test_segment_0784.mat,1.0
Dog_1_test_segment_0094.mat,1.76776738214e-10
Dog_3_test_segment_0445.mat,1.0
Dog_3_test_segment_0572.mat,1.0
Dog_4_test_segment_0172.mat,1.0
Dog_4_test_segment_0002.mat,1.0
Dog_3_test_segment_0353.mat,1.0
Patient_1_test_segment_0084.mat,0.99999992935
Dog_4_test_segment_0713.mat,1.0
Dog_2_test_segment_0660.mat,1.0
Dog_4_test_segment_0460.mat,1.0
Dog_2_test_segment_0561.mat,1.0
Dog_5_test_segment_0035.mat,1.0
Dog_3_test_segment_0158.mat,1.0
Patient_1_test_segment_0191.mat,1.0
Dog_2_test_segment_0184.mat,1.0
Dog_2_test_segment_0412.mat,1.0
Dog_5_test_segment_0077.mat,1.0
Dog_4_test_segment_0181.mat,1.0
Dog_4_test_segment_0018.mat,1.0
Dog_3_test_segment_0903.mat,1.0
Dog_2_test_segment_0161.mat,1.0
Dog_1_test_segment_0401.mat,2.16447908767e-31
Dog_3_test_segment_0369.mat,1.0
Dog_4_test_segment_0279.mat,1.0
Dog_3_test_segment_0564.mat,1.0
Dog_2_test_segment_0843.mat,1.0
Dog_5_test_segment_0082.mat,1.0
Dog_3_test_segment_0784.mat,1.0
Dog_3_test_segment_0280.mat,1.0
Dog_1_test_segment_0358.mat,0.999999995712
Dog_2_test_segment_0116.mat,1.0
Dog_4_test_segment_0286.mat,1.0
Dog_2_test_segment_0034.mat,1.0
Patient_2_test_segment_0150.mat,0.999999999971
Dog_3_test_segment_0179.mat,1.0
Dog_2_test_segment_0461.mat,1.0
Dog_4_test_segment_0397.mat,1.0
Dog_2_test_segment_0881.mat,1.0
Patient_2_test_segment_0065.mat,0.999222425341
Dog_4_test_segment_0590.mat,1.0
Dog_1_test_segment_0177.mat,4.08339350327e-09
Dog_3_test_segment_0358.mat,1.0
Dog_3_test_segment_0469.mat,1.0
Dog_4_test_segment_0892.mat,1.0
Dog_5_test_segment_0002.mat,1.0
Dog_4_test_segment_0747.mat,1.0
Dog_1_test_segment_0239.mat,0.862098595094
Dog_2_test_segment_0306.mat,1.0
Dog_2_test_segment_0387.mat,1.0
Dog_4_test_segment_0966.mat,1.0
Patient_1_test_segment_0189.mat,0.999999982523
Dog_2_test_segment_0921.mat,1.0
Dog_1_test_segment_0421.mat,0.0107906530563
Dog_2_test_segment_0095.mat,1.0
Dog_4_test_segment_0936.mat,1.0
Dog_5_test_segment_0185.mat,1.0
Dog_1_test_segment_0402.mat,1.0
Dog_4_test_segment_0723.mat,1.0
Dog_4_test_segment_0389.mat,1.0
Dog_2_test_segment_0072.mat,1.0
Dog_2_test_segment_0694.mat,1.0
Dog_3_test_segment_0340.mat,1.0
Patient_2_test_segment_0132.mat,0.99999999995
Dog_2_test_segment_0093.mat,1.0
Dog_2_test_segment_0399.mat,1.0
Patient_2_test_segment_0116.mat,0.999999999998
Dog_3_test_segment_0904.mat,1.0
Dog_3_test_segment_0299.mat,1.0
Dog_1_test_segment_0298.mat,0.746917266901
Dog_3_test_segment_0151.mat,1.0
Dog_2_test_segment_0263.mat,1.0
Dog_2_test_segment_0585.mat,1.0
Dog_4_test_segment_0606.mat,1.0
Dog_2_test_segment_0163.mat,1.0
Dog_5_test_segment_0067.mat,1.0
Dog_2_test_segment_0120.mat,1.0
Dog_2_test_segment_0812.mat,1.0
Dog_4_test_segment_0561.mat,1.0
Dog_4_test_segment_0685.mat,1.0
Dog_2_test_segment_0376.mat,1.0
Dog_5_test_segment_0063.mat,1.0
Dog_3_test_segment_0502.mat,1.0
Dog_1_test_segment_0184.mat,0.999999999999
Dog_2_test_segment_0738.mat,1.0
Dog_3_test_segment_0772.mat,1.0
Dog_4_test_segment_0159.mat,1.0
Dog_2_test_segment_0863.mat,1.0
Dog_2_test_segment_0586.mat,1.0
Dog_4_test_segment_0435.mat,1.0
Dog_3_test_segment_0495.mat,1.0
Dog_2_test_segment_0294.mat,1.0
